img,u,vB,vT,d,p,label
10084636266401282188_1120_000_1140_000_0.png,1556,696,532,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1548,696,532,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1544,696,532,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,168,748,544,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,116,752,536,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,108,752,536,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,60,548,536,34.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1564,696,532,34.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,188,748,564,34.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,176,748,552,34.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,124,748,564,34.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,40,756,568,34.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1580,696,532,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1576,696,532,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1568,696,532,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,204,744,584,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,200,748,576,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,180,748,556,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,160,748,536,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,144,748,564,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,140,748,564,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,136,748,564,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,128,748,564,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,104,752,536,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,100,752,536,34.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1592,700,528,34.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1584,700,532,34.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,172,748,552,34.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,164,748,544,34.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,104,752,564,34.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1780,696,548,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1652,696,536,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1612,700,528,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1608,700,528,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1600,700,528,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1596,700,528,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,184,748,564,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,176,748,556,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,152,748,536,34.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1648,696,528,34.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1616,700,528,34.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,196,748,596,34.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,180,748,564,34.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1744,696,564,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1644,700,528,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1632,700,528,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1628,700,528,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1624,700,528,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,192,748,584,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,188,748,576,34.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1752,696,624,34.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1720,700,540,34.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1664,700,556,34.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1656,700,556,34.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1652,700,560,34.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1640,700,528,34.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1712,700,532,34.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1708,700,528,34.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1672,700,528,34.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1652,700,648,34.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1548,700,688,34.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1704,700,528,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1696,700,528,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1692,700,528,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1688,700,528,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1676,700,528,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1552,700,688,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,744,620,33.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1684,700,528,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1576,700,688,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1568,700,688,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1556,700,688,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,324,744,644,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,744,628,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,296,744,628,33.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1664,700,684,33.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1584,700,688,33.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1572,700,688,33.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,312,744,628,33.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,304,744,628,33.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,744,628,33.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1708,700,676,33.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1600,700,688,33.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1592,700,688,33.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1588,700,688,33.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,744,632,33.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1716,700,676,33.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1604,700,688,33.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,744,676,33.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1680,700,684,33.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1616,704,688,33.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1612,704,688,33.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1508,704,532,33.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,340,744,696,33.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1692,700,684,33.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1684,700,684,33.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1620,704,688,33.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1696,704,684,33.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1632,704,688,33.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1624,704,688,33.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1544,704,536,33.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1540,704,532,33.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1700,704,684,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1644,704,688,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1532,704,532,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1528,704,532,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1524,704,532,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1516,704,532,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1512,704,532,33.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1712,704,684,33.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1708,704,684,33.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1648,704,688,33.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1636,704,688,33.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1652,704,688,32.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1660,704,688,32.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1664,704,688,32.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1672,704,688,32.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1668,704,688,32.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1680,704,688,32.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1692,708,688,32.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1684,708,688,32.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1696,708,688,32.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1708,708,692,32.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1700,708,688,32.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1364,564,532,32.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1360,564,532,32.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1336,576,532,32.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1712,708,692,32.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1376,564,540,32.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1368,564,532,32.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1352,560,532,32.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1372,564,540,31.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1332,716,532,31.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,76,768,536,31.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1648,708,700,31.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1316,716,532,31.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,88,768,536,31.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1660,712,700,31.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1656,712,700,31.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,32,772,536,31.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1664,712,700,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1324,716,532,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,96,768,580,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,92,768,580,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,84,768,588,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,56,772,544,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,52,772,536,31.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1672,712,700,31.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1328,716,532,31.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1680,712,700,31.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1676,712,700,31.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1320,716,548,31.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1688,712,700,31.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1332,720,540,31.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1320,720,540,31.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1704,712,700,31.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1700,712,700,31.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1692,712,700,31.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1336,576,560,31.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1328,720,540,31.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1708,712,700,31.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1712,712,700,31.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1748,716,636,30.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1744,716,636,30.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1744,716,644,30.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1744,720,708,30.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,52,784,680,29.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,44,784,668,29.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,40,784,668,29.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1912,728,700,28.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1908,728,708,28.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1916,744,716,26.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1912,752,724,25.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1916,760,736,24.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1916,772,744,23.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1916,780,756,22.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1916,788,768,22.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1872,796,780,21.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1020,1012,984,12.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,940,1016,708,12.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1016,1012,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1012,1012,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1004,1012,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1000,1016,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,996,1016,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,992,1016,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,984,1016,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,980,1016,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,976,1016,984,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,972,1016,964,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,964,1016,948,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,956,1016,916,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,936,1020,684,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,928,1024,684,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,920,1024,676,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,916,1024,676,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,908,1024,676,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,904,1024,684,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,904,1028,676,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,896,1024,684,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,892,1024,692,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,876,1024,768,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,868,1020,768,12.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,968,1020,964,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,952,1024,788,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,924,1028,676,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,884,1024,732,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,884,1028,744,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,880,1028,764,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,864,1024,776,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,848,1028,788,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,844,1024,800,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,832,1028,816,12.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,944,1028,788,11.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,872,1032,788,11.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,868,1032,788,11.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,856,1032,788,11.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,852,1032,788,11.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,832,1032,828,11.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,916,1036,752,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,912,1036,752,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,904,1036,752,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,904,1036,776,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,900,1036,764,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,892,1036,868,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,888,1036,800,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,864,1036,816,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,844,1036,828,11.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,884,1040,812,11.7,1.0,-1
